Date,Open,High,Low,Close,Adj Close,Volume
2018-01-09,310.589996,319.910004,310.489990,318.429993,303.461517,5641300
2018-01-10,317.489990,322.149994,315.500000,320.260010,305.205505,4479300
2018-01-11,322.130005,328.399994,321.190002,328.119995,312.696014,4635300
2018-01-12,330.380005,336.880005,330.380005,336.209991,320.405701,6559300
2018-01-16,339.899994,347.730011,331.329987,335.160004,319.405090,12305500
2018-01-17,337.730011,352.230011,336.410004,351.010010,334.510040,9699900
2018-01-18,350.700012,350.829987,339.149994,340.160004,324.170074,9458600
2018-01-19,341.670013,344.000000,335.750000,337.730011,321.854309,7264400
2018-01-22,335.290009,341.380005,332.040009,338.000000,322.111572,6792900
2018-01-23,338.339996,338.940002,334.809998,335.589996,319.814850,4537800
2018-01-24,336.200012,338.989990,334.140015,334.690002,318.957184,4205400
2018-01-25,336.209991,343.619995,335.299988,343.109985,326.981415,4747500
2018-01-26,344.329987,345.980011,341.250000,343.220001,327.086212,5236300
2018-01-29,341.230011,344.480011,340.100006,340.820007,324.799042,3324900
2018-01-30,339.170013,339.980011,334.160004,337.709991,321.835236,4983100
2018-01-31,360.500000,360.970001,351.619995,354.369995,337.712097,11409600
2018-02-01,352.950012,361.450012,352.040009,356.940002,340.161285,6067600
2018-02-02,354.000000,355.200012,348.700012,348.910004,332.508728,5486100
2018-02-05,342.670013,350.000000,317.390015,328.880005,313.420319,10511300
2018-02-06,320.000000,341.670013,317.649994,340.910004,324.884796,11935100
2018-02-07,340.519989,353.589996,339.869995,348.119995,331.755890,7946700
2018-02-08,348.000000,349.000000,329.399994,329.660004,315.714478,8295900
2018-02-09,333.549988,337.809998,319.250000,332.829987,318.750305,8833000
2018-02-12,336.570007,347.750000,335.130005,343.799988,329.256226,6885000
2018-02-13,340.450012,347.880005,340.290009,343.160004,328.643341,4030200
2018-02-14,341.339996,347.429993,341.170013,344.850006,330.261841,4340200
2018-02-15,348.470001,356.549988,348.049988,356.459991,341.380798,5827500
2018-02-16,356.589996,359.500000,353.510010,355.040009,340.020813,5211600
2018-02-20,352.000000,357.790009,351.399994,353.350006,338.402313,4303400
2018-02-21,352.559998,360.809998,351.750000,352.369995,337.463745,5258600
2018-02-22,354.649994,358.070007,352.640015,355.920013,340.863586,3414300
2018-02-23,358.179993,358.769989,353.070007,356.660004,341.572296,3355400
2018-02-26,359.500000,364.049988,358.209991,363.480011,348.103760,4148100
2018-02-27,364.600006,369.890015,363.299988,364.640015,349.214691,4774100
2018-02-28,366.799988,371.600006,362.209991,362.209991,346.887451,5472900
2018-03-01,362.329987,362.739990,346.399994,349.690002,334.897125,8978000
2018-03-02,341.820007,346.089996,335.299988,344.670013,330.089508,10021300
2018-03-05,338.000000,354.769989,336.609985,352.750000,337.827637,8140200
2018-03-06,354.239990,355.209991,346.019989,348.920013,334.159698,4888300
2018-03-07,341.519989,348.410004,339.500000,347.040009,332.359222,4575700
2018-03-08,349.510010,352.500000,343.950012,348.730011,333.977753,4319900
2018-03-09,352.649994,354.890015,350.230011,354.519989,339.522827,3538300
2018-03-12,355.200012,355.230011,343.260010,344.190002,329.629822,6088800
2018-03-13,345.320007,347.880005,337.609985,338.670013,324.343292,5443800
2018-03-14,339.790009,340.519989,322.299988,330.260010,316.289063,13057900
2018-03-15,332.299988,332.920013,322.910004,329.980011,316.020935,8766000
2018-03-16,329.820007,330.829987,325.630005,330.470001,316.490173,9329000
2018-03-19,327.450012,333.329987,326.779999,331.760010,317.725616,6328900
2018-03-20,331.839996,339.700012,331.000000,337.630005,323.347290,6500500
2018-03-21,337.070007,341.910004,335.170013,337.100006,322.839722,4056300
2018-03-22,330.109985,332.679993,319.010010,319.609985,306.089539,7282200
2018-03-23,320.149994,331.140015,318.320007,321.000000,307.420776,7237500
2018-03-26,330.480011,331.940002,323.589996,328.970001,315.053619,5392900
2018-03-27,331.510010,334.880005,319.000000,321.119995,307.535736,5355500
2018-03-28,321.850006,323.239990,311.170013,320.019989,306.482208,5634700
2018-03-29,323.380005,330.480011,322.000000,327.880005,314.009766,3652100
2018-04-02,325.200012,329.940002,317.170013,322.440002,308.799866,5024900
2018-04-03,324.760010,331.100006,323.089996,330.820007,316.825409,4783100
2018-04-04,312.299988,327.809998,311.880005,327.440002,313.588379,8235700
2018-04-05,330.589996,338.959991,330.260010,336.399994,322.169312,6220000
2018-04-06,330.609985,334.589996,322.209991,326.119995,312.324219,5713600
2018-04-09,332.250000,334.880005,322.049988,322.480011,308.838165,4931700
2018-04-10,331.350006,336.690002,329.549988,334.829987,320.665741,5552000
2018-04-11,331.600006,337.570007,326.309998,327.359985,313.511749,4573500
2018-04-12,331.980011,338.350006,330.459991,337.480011,323.203644,4325000
2018-04-13,338.989990,339.670013,326.600006,329.279999,315.350525,4733500
2018-04-16,332.339996,333.220001,327.630005,331.769989,317.735168,3901400
2018-04-17,334.730011,339.739990,333.649994,336.720001,322.475800,3381800
2018-04-18,338.329987,342.399994,337.179993,341.000000,326.574768,3117500
2018-04-19,340.190002,342.410004,337.500000,340.640015,326.230011,3006800
2018-04-20,340.730011,341.399994,335.049988,338.670013,324.343292,3038000
2018-04-23,339.549988,341.260010,336.000000,338.839996,324.506104,2765600
2018-04-24,343.170013,347.670013,323.279999,329.059998,315.139801,7051800
2018-04-25,338.119995,344.910004,330.519989,342.859985,328.356018,11023600
2018-04-26,344.010010,345.649994,338.329987,342.790009,328.289032,5273600
2018-04-27,341.250000,342.920013,337.769989,340.880005,326.459808,3390400
2018-04-30,341.170013,342.579987,333.399994,333.559998,319.449463,3721600
2018-05-01,332.500000,333.910004,324.179993,329.540009,315.599548,4313100
2018-05-02,329.500000,330.709991,323.980011,324.190002,310.475861,3436100
2018-05-03,322.970001,332.630005,319.130005,330.690002,316.700867,6383200
2018-05-04,328.040009,335.890015,328.040009,334.429993,320.282654,3655100
2018-05-07,335.230011,342.980011,335.209991,340.429993,326.028839,4192200
2018-05-08,339.769989,341.940002,336.609985,338.369995,324.056000,4014100
2018-05-09,339.489990,346.929993,338.579987,344.500000,329.926666,4347000
2018-05-10,343.989990,348.570007,342.410004,344.070007,331.158661,3920400
2018-05-11,343.769989,345.420013,341.049988,342.459991,329.609070,2332200
2018-05-14,344.000000,347.739990,343.890015,344.589996,331.659149,2520300
2018-05-15,343.000000,343.850006,340.260010,342.119995,329.281830,3009100
2018-05-16,342.000000,343.559998,340.299988,340.970001,328.174957,2230100
2018-05-17,340.470001,344.769989,340.250000,344.140015,331.225983,2483300
2018-05-18,345.600006,352.049988,345.190002,351.230011,338.049927,4327700
2018-05-21,358.459991,365.000000,358.450012,363.920013,350.263794,6785400
2018-05-22,364.000000,364.850006,354.519989,355.019989,341.697754,5389400
2018-05-23,352.279999,359.600006,351.619995,359.209991,345.730499,4497500
2018-05-24,358.450012,360.660004,354.369995,359.000000,345.528381,3932100
2018-05-25,358.119995,360.600006,357.049988,360.089996,346.577484,2463700
2018-05-29,357.709991,360.970001,350.660004,352.480011,339.253021,4249600
2018-05-30,355.649994,358.920013,354.100006,358.190002,344.748779,2825200
2018-05-31,356.829987,356.829987,351.619995,352.160004,338.945038,4406300
2018-06-01,355.790009,358.149994,354.459991,356.720001,343.333923,2657800
2018-06-04,358.970001,363.390015,358.850006,360.730011,347.193481,2950300
2018-06-05,360.500000,363.369995,358.850006,360.100006,346.587097,2567800
2018-06-06,362.459991,371.600006,360.989990,371.559998,357.617035,4488400
2018-06-07,372.000000,374.480011,366.049988,368.529999,354.700775,4517800
2018-06-08,368.140015,371.420013,365.459991,369.500000,355.634308,3292900
2018-06-11,371.000000,373.329987,368.799988,370.940002,357.020325,2468500
2018-06-12,371.239990,372.730011,367.989990,370.619995,356.712341,2440400
2018-06-13,370.670013,371.000000,363.290009,363.850006,350.196381,3867600
2018-06-14,366.149994,367.640015,358.829987,362.420013,348.820099,4039500
2018-06-15,358.149994,361.660004,353.470001,357.880005,344.450409,9946000
2018-06-18,353.190002,357.649994,352.369995,354.739990,341.428192,3363200
2018-06-19,347.170013,347.170013,338.570007,341.119995,328.319336,6857300
2018-06-20,346.000000,346.980011,340.459991,342.690002,329.830383,4540000
2018-06-21,341.149994,341.149994,336.200012,337.660004,324.989166,4048300
2018-06-22,340.429993,340.940002,336.600006,338.910004,326.192261,3192000
2018-06-25,332.519989,333.850006,327.600006,331.200012,318.771606,5006200
2018-06-26,332.390015,334.399994,330.480011,331.299988,318.867859,3112400
2018-06-27,334.850006,341.420013,329.760010,329.820007,317.443420,4578900
2018-06-28,330.000000,337.540009,327.290009,334.649994,322.092133,3348000
2018-06-29,337.190002,340.000000,335.359985,335.510010,322.919830,3108500
2018-07-02,330.690002,336.329987,329.320007,336.079987,323.468475,2820700
2018-07-03,338.179993,339.690002,332.000000,332.929993,320.436676,1464400
2018-07-05,336.149994,337.279999,329.100006,333.179993,320.677307,2427900
2018-07-06,332.839996,336.100006,330.450012,334.640015,322.082581,2105100
2018-07-09,337.500000,343.040009,336.510010,341.920013,329.089355,3128700
2018-07-10,342.779999,348.000000,342.779999,347.160004,334.132629,3278300
2018-07-11,341.730011,344.390015,339.190002,340.600006,327.818848,3056900
2018-07-12,345.279999,346.600006,342.739990,346.029999,333.045074,2030700
2018-07-13,347.000000,351.239990,346.200012,350.790009,337.626465,2272300
2018-07-16,353.970001,356.339996,352.350006,356.100006,342.737183,2889000
2018-07-17,357.609985,359.000000,355.040009,356.880005,343.487946,2730500
2018-07-18,359.000000,361.859985,354.260010,360.230011,346.712250,3090100
2018-07-19,357.690002,359.390015,355.260010,355.329987,341.996094,2711700
2018-07-20,353.040009,356.989990,353.000000,354.899994,341.582214,1816700
2018-07-23,355.000000,355.000000,352.390015,353.269989,340.013367,1943700
2018-07-24,356.750000,359.470001,354.640015,358.269989,344.825745,3182000
2018-07-25,351.519989,356.299988,345.500000,355.920013,342.563934,7378100
2018-07-26,355.380005,360.200012,355.269989,359.320007,345.836334,3191200
2018-07-27,361.059998,364.540009,359.470001,360.649994,347.116455,2914700
2018-07-30,361.989990,362.450012,350.470001,351.059998,337.886322,3080400
2018-07-31,354.380005,359.019989,354.059998,356.299988,342.929688,2728400
2018-08-01,354.089996,357.910004,350.500000,352.760010,339.522583,2717800
2018-08-02,348.619995,350.730011,346.029999,349.730011,336.606232,2655900
2018-08-03,349.500000,350.989990,345.670013,348.440002,335.364655,2285200
2018-08-06,347.369995,347.369995,343.119995,346.570007,333.564789,3251100
2018-08-07,348.049988,352.119995,345.500000,350.760010,337.597565,2267400
2018-08-08,350.500000,351.619995,346.250000,347.779999,334.729431,2333600
2018-08-09,346.070007,346.839996,343.119995,343.720001,332.456421,2301800
2018-08-10,341.000000,341.000000,336.450012,339.410004,328.287659,2745700
2018-08-13,339.600006,342.149994,337.339996,338.359985,327.272095,1877200
2018-08-14,339.119995,340.149994,337.619995,339.140015,328.026489,2017300
2018-08-15,336.570007,337.140015,328.029999,331.760010,320.888367,3798600
2018-08-16,339.059998,347.720001,338.299988,345.980011,334.642365,5867900
2018-08-17,346.000000,348.500000,341.670013,346.399994,335.048584,3069200
2018-08-20,348.600006,352.609985,347.100006,350.739990,339.246338,3018200
2018-08-21,351.000000,354.450012,349.630005,353.769989,342.177094,2967200
2018-08-22,354.320007,355.869995,349.839996,350.029999,338.559631,2682900
2018-08-23,349.149994,350.279999,345.459991,347.480011,336.093201,1833400
2018-08-24,348.769989,350.630005,348.100006,349.380005,337.930969,1954100
2018-08-27,352.109985,355.000000,351.010010,353.739990,342.148071,2279500
2018-08-28,355.000000,355.679993,350.609985,351.209991,339.700958,2475100
2018-08-29,352.260010,352.350006,349.209991,350.190002,338.714417,1850100
2018-08-30,350.350006,350.950012,345.750000,346.899994,335.532227,3257700
2018-08-31,345.049988,345.850006,341.579987,342.790009,331.556915,3462700
2018-09-04,341.600006,346.320007,339.279999,346.250000,334.903503,2699400
2018-09-05,345.769989,347.250000,343.160004,346.679993,335.319397,2959000
2018-09-06,347.549988,353.350006,346.579987,351.269989,339.759003,3585900
2018-09-07,348.820007,350.010010,344.459991,349.279999,337.834229,3921900
2018-09-10,349.489990,350.750000,341.679993,341.859985,330.657318,3065500
2018-09-11,339.010010,346.619995,337.309998,345.250000,333.936279,2731800
2018-09-12,345.000000,355.040009,344.609985,353.410004,341.828888,4003800
2018-09-13,356.359985,360.420013,354.299988,355.459991,343.811737,3166500
2018-09-14,356.440002,362.260010,356.100006,359.799988,348.009460,2835800
2018-09-17,359.279999,361.299988,354.540009,355.959991,344.295319,2554500
2018-09-18,357.299988,365.809998,356.100006,363.579987,351.665619,3003500
2018-09-19,363.579987,371.230011,363.190002,365.220001,353.251862,4753400
2018-09-20,368.739990,371.730011,365.670013,367.459991,355.418488,4011100
2018-09-21,369.399994,372.570007,366.049988,372.230011,360.032227,7144000
2018-09-24,371.000000,371.890015,367.329987,367.989990,355.931122,2800200
2018-09-25,369.079987,370.459991,366.880005,367.230011,355.196014,2969200
2018-09-26,367.500000,368.559998,364.320007,365.029999,353.068115,2368600
2018-09-27,368.399994,368.970001,364.399994,367.390015,355.350769,2355900
2018-09-28,368.630005,374.220001,366.220001,371.899994,359.712952,3600500
2018-10-01,375.160004,383.209991,375.000000,382.290009,369.762512,4755700
2018-10-02,380.850006,388.619995,379.769989,386.369995,373.708801,4622600
2018-10-03,388.899994,394.279999,386.690002,392.299988,379.444489,4794300
2018-10-04,390.739990,391.089996,385.290009,389.989990,377.210175,3822300
2018-10-05,389.000000,392.390015,383.029999,386.470001,373.805542,2899700
2018-10-08,383.839996,386.730011,377.350006,385.769989,373.128479,3324000
2018-10-09,384.369995,386.820007,381.140015,385.440002,372.809265,2862700
2018-10-10,382.959991,383.799988,367.089996,367.470001,355.428162,6033100
2018-10-11,363.440002,369.850006,355.100006,358.109985,346.374847,6266800
2018-10-12,366.010010,367.119995,352.260010,360.109985,348.309326,5509700
2018-10-15,359.459991,362.549988,355.500000,358.880005,347.119690,2979800
2018-10-16,360.450012,368.570007,358.549988,368.250000,356.182587,2822500
2018-10-17,368.000000,368.500000,362.700012,365.500000,353.522675,2238200
2018-10-18,364.820007,367.760010,356.760010,359.350006,347.574249,3254900
2018-10-19,359.799988,359.869995,354.209991,356.260010,344.585480,3491600
2018-10-22,357.850006,358.760010,352.459991,355.980011,344.314697,2263500
2018-10-23,349.500000,353.559998,342.829987,350.049988,338.578979,4389600
2018-10-24,361.589996,364.600006,351.690002,354.649994,343.028229,8442600
2018-10-25,357.299988,364.390015,354.970001,363.769989,351.849396,4003500
2018-10-26,360.700012,363.299988,354.119995,359.269989,347.496826,4073000
2018-10-29,360.549988,361.709991,328.630005,335.589996,324.592834,7462000
2018-10-30,330.350006,351.049988,329.769989,349.910004,338.443573,5774000
2018-10-31,352.510010,363.410004,352.510010,354.859985,343.231323,4175600
2018-11-01,357.470001,364.570007,353.200012,363.070007,351.172363,3760700
2018-11-02,366.970001,371.540009,356.760010,357.750000,346.026672,4029800
2018-11-05,359.760010,363.290009,356.480011,361.980011,350.118073,2253900
2018-11-06,362.410004,368.440002,362.109985,366.470001,354.460938,2471900
2018-11-07,367.640015,372.850006,359.500000,372.019989,359.829041,4015300
2018-11-08,369.329987,373.700012,365.549988,370.769989,360.275970,2751800
2018-11-09,367.829987,371.000000,366.119995,369.339996,358.886475,2590300
2018-11-12,370.209991,370.480011,355.989990,357.029999,346.924896,3088700
2018-11-13,349.549988,355.380005,342.040009,349.510010,339.617737,4960000
2018-11-14,352.089996,355.850006,343.890015,344.720001,334.963318,3445800
2018-11-15,341.119995,347.980011,336.510010,341.570007,331.902466,4863000
2018-11-16,339.000000,340.190002,331.160004,335.950012,326.441559,4425200
2018-11-19,335.549988,336.040009,317.200012,320.940002,311.856384,6782800
2018-11-20,302.100006,322.179993,296.609985,317.700012,308.708099,6875900
2018-11-21,325.070007,326.890015,315.570007,317.320007,308.338806,4401000
2018-11-23,315.000000,317.000000,311.869995,312.320007,303.480316,1599400
2018-11-26,315.559998,318.589996,310.660004,316.359985,307.406006,3362300
2018-11-27,315.279999,318.559998,310.959991,318.029999,309.028778,2946400
2018-11-28,325.720001,334.010010,321.730011,333.500000,324.060852,6117600
2018-11-29,335.970001,343.230011,334.059998,342.559998,332.864471,5331900
2018-11-30,341.940002,347.579987,337.500000,346.760010,336.945618,5374000
2018-12-03,364.309998,369.000000,356.369995,359.959991,349.771973,6573400
2018-12-04,357.000000,358.320007,341.739990,342.500000,332.806152,5199100
2018-12-06,329.989990,333.630005,317.299988,331.899994,322.506195,9297400
2018-12-07,332.350006,337.609985,321.390015,323.220001,314.071838,4526300
2018-12-10,321.269989,327.200012,315.510010,326.350006,317.113281,4400500
2018-12-11,333.250000,334.489990,318.750000,322.029999,312.915497,3566400
2018-12-12,327.380005,331.899994,324.660004,326.690002,317.443604,3424800
2018-12-13,328.399994,328.739990,324.170013,325.470001,316.258179,2247700
2018-12-14,322.450012,323.910004,315.559998,318.750000,309.728363,3298400
2018-12-17,316.910004,327.220001,314.440002,316.130005,307.182526,4968400
2018-12-18,325.459991,332.089996,323.200012,328.059998,318.774841,5881100
2018-12-19,329.329987,333.480011,316.100006,319.549988,310.505707,4871500
2018-12-20,317.000000,321.820007,308.000000,313.049988,304.189667,5368600
2018-12-21,309.089996,314.970001,304.010010,304.549988,295.930267,7641700
2018-12-24,300.649994,303.000000,294.160004,294.160004,285.834320,3435300
2018-12-26,298.609985,314.089996,292.470001,313.929993,305.044769,4843400
2018-12-27,309.040009,317.140015,302.239990,317.140015,308.163910,4341100
2018-12-28,319.739990,321.529999,315.149994,316.380005,307.425446,3725200
2018-12-31,320.500000,323.640015,318.750000,322.500000,313.372223,3557700
2019-01-02,316.190002,323.950012,313.709991,323.809998,314.645142,3292200
2019-01-03,319.489990,319.739990,309.399994,310.899994,302.100555,5705600
2019-01-04,316.690002,328.440002,316.079987,327.079987,317.822601,4448800
2019-01-07,330.519989,330.690002,323.350006,328.109985,318.823395,4030300
2019-01-08,334.109985,341.250000,332.649994,340.529999,330.891937,4736500
2019-01-09,342.959991,347.200012,340.869995,343.829987,334.098480,4213900
2019-01-10,346.510010,353.470001,343.000000,352.609985,342.630005,5358100
2019-01-11,348.559998,354.359985,348.089996,352.899994,342.911835,3158900
2019-01-14,348.200012,352.809998,347.010010,350.359985,340.443695,2476400
2019-01-15,352.000000,353.320007,347.980011,352.239990,342.270508,2940900
2019-01-16,352.500000,355.000000,351.559998,352.059998,342.095551,2731100
2019-01-17,350.750000,363.829987,350.730011,359.089996,348.926636,4270400
2019-01-18,363.880005,367.320007,361.320007,364.730011,354.407013,4256500
2019-01-22,362.859985,364.200012,354.230011,357.899994,347.770325,4336500
2019-01-23,361.910004,362.200012,353.670013,358.609985,348.460205,2924900
2019-01-24,358.910004,363.179993,356.899994,358.269989,348.129822,2801300
2019-01-25,362.489990,366.940002,360.329987,364.200012,353.891968,3185600
2019-01-28,360.649994,363.170013,357.500000,362.970001,352.696777,3128900
2019-01-29,363.070007,367.779999,362.410004,364.910004,354.581909,3202700
2019-01-30,387.399994,391.970001,380.500000,387.720001,376.746277,12705300
2019-01-31,387.160004,388.989990,382.079987,385.619995,374.705688,6878500
2019-02-01,386.109985,392.799988,384.730011,387.429993,376.464508,5625700
2019-02-04,388.970001,397.070007,388.119995,397.000000,385.763641,4256600
2019-02-05,400.750000,410.750000,399.549988,410.179993,398.570557,7230400
2019-02-06,411.510010,413.880005,405.660004,411.109985,399.474243,5356000
2019-02-07,407.929993,410.350006,402.290009,405.170013,395.680267,5211400
2019-02-08,400.000000,404.959991,397.799988,404.910004,395.426361,4570900
2019-02-11,408.100006,409.829987,402.690002,403.950012,394.488861,3046900
2019-02-12,407.000000,411.209991,405.399994,410.720001,401.100311,3263300
2019-02-13,412.519989,412.720001,407.670013,410.579987,400.963593,3078700
2019-02-14,408.929993,412.220001,407.799988,409.820007,400.221344,2724300
2019-02-15,412.480011,418.049988,411.429993,417.970001,408.180511,4017300
2019-02-19,415.500000,417.940002,414.540009,416.260010,406.510529,3051500
2019-02-20,417.140015,421.839996,417.109985,421.549988,411.676636,3990100
2019-02-21,421.579987,422.410004,415.679993,417.579987,407.799622,2880500
2019-02-22,419.700012,424.470001,419.140015,424.049988,414.118073,3132300
2019-02-25,427.489990,429.920013,426.519989,426.869995,416.872040,3276100
2019-02-26,426.000000,429.000000,424.250000,426.769989,416.774353,2503700
2019-02-27,427.170013,436.329987,427.149994,435.440002,425.241302,4603800
2019-02-28,438.700012,441.420013,437.079987,439.959991,429.655426,5063100
2019-03-01,446.010010,446.010010,440.190002,440.619995,430.299988,5124200
2019-03-04,443.220001,444.500000,426.630005,432.690002,422.555725,5971000
2019-03-05,431.040009,433.850006,428.640015,430.119995,420.045898,2844300
2019-03-06,429.700012,432.000000,422.079987,424.459991,414.518463,4159400
2019-03-07,423.359985,434.350006,416.440002,422.559998,412.662964,4893600
2019-03-08,416.769989,423.429993,415.500000,422.540009,412.643463,3794900
2019-03-11,371.269989,402.670013,365.549988,400.010010,390.641144,34742200
2019-03-12,384.709991,390.000000,368.000000,375.410004,366.617310,36922600
2019-03-13,378.429993,381.769989,363.329987,377.140015,368.306824,32662300
2019-03-14,374.989990,380.390015,372.100006,373.299988,364.556702,13514100
2019-03-15,370.880005,385.709991,366.450012,378.989990,370.113434,26697700
2019-03-18,370.000000,373.070007,367.200012,372.279999,363.560638,13119200
2019-03-19,371.140015,378.769989,371.010010,373.429993,364.683685,9856100
2019-03-20,374.700012,380.799988,373.679993,376.160004,367.349762,8737600
2019-03-21,374.040009,377.000000,372.230011,372.700012,363.970795,6951000
2019-03-22,368.790009,369.859985,361.529999,362.170013,353.687439,10143900
2019-03-25,365.000000,371.209991,362.890015,370.459991,361.783203,7939600
2019-03-26,375.579987,375.600006,367.600006,370.380005,361.705109,6479700
2019-03-27,371.890015,376.660004,365.549988,374.209991,365.445404,9600000
2019-03-28,376.600006,376.660004,372.329987,374.440002,365.670044,4921300
2019-03-29,376.519989,382.179993,374.739990,381.420013,372.486572,7694700
2019-04-01,385.799988,392.899994,383.100006,391.540009,382.369537,7735700
2019-04-02,388.500000,394.829987,388.500000,390.750000,381.597992,6401000
2019-04-03,389.679993,391.540009,384.070007,384.739990,375.728760,7350300
2019-04-04,385.989990,397.059998,385.100006,395.859985,386.588348,9388100
2019-04-05,398.070007,398.660004,390.950012,391.929993,382.750336,6857200
2019-04-08,376.200012,379.799988,371.859985,374.519989,365.748169,14482600
2019-04-09,370.290009,372.239990,367.750000,369.040009,360.396515,7980100
2019-04-10,368.399994,368.790009,362.920013,364.940002,356.392517,8285000
2019-04-11,364.619995,371.079987,364.209991,370.160004,361.490295,6598400
2019-04-12,375.750000,379.950012,372.000000,379.640015,370.748230,7334600
2019-04-15,376.700012,377.899994,373.679993,375.459991,366.666107,3822100
2019-04-16,376.510010,384.640015,375.029999,381.720001,372.779510,7083800
2019-04-17,384.100006,384.190002,377.480011,377.519989,368.677887,4424400
2019-04-18,377.519989,382.170013,377.519989,380.070007,371.168182,4703100
2019-04-22,375.690002,378.950012,374.899994,375.170013,366.382965,4147700
2019-04-23,375.540009,376.869995,372.609985,374.019989,365.259827,4894500
2019-04-24,377.890015,381.149994,373.660004,375.459991,366.666107,9855100
2019-04-25,376.010010,384.799988,372.760010,382.799988,373.834229,6615000
2019-04-26,383.890015,384.000000,378.140015,380.790009,371.871277,4259600
2019-04-29,378.489990,385.299988,376.760010,379.049988,370.172058,5457300
2019-04-30,379.500000,381.140015,375.049988,377.690002,368.843903,3732800
2019-05-01,378.529999,381.200012,376.380005,376.799988,367.974762,2765600
2019-05-02,375.500000,377.649994,373.250000,375.799988,366.998169,2438800
2019-05-03,376.079987,377.899994,374.220001,376.459991,367.642700,2953800
2019-05-06,367.880005,372.480011,365.630005,371.600006,362.896545,4747600
2019-05-07,366.329987,367.709991,355.019989,357.230011,348.863098,9740300
2019-05-08,357.769989,361.519989,353.329987,359.750000,351.324066,6030000
2019-05-09,354.760010,355.649994,347.470001,354.130005,347.822571,6075200
2019-05-10,351.869995,355.540009,347.549988,354.670013,348.352966,4574100
2019-05-13,344.510010,346.630005,337.000000,337.369995,331.361084,7757800
2019-05-14,339.899994,346.100006,337.230011,343.040009,336.930115,4747800
2019-05-15,339.799988,348.799988,337.640015,345.640015,339.483826,4810000
2019-05-16,348.640015,356.500000,345.820007,353.809998,347.508270,6036500
2019-05-17,351.500000,359.989990,351.160004,355.019989,348.696716,5282900
2019-05-20,353.000000,355.940002,350.529999,352.790009,346.506470,3219900
2019-05-21,358.029999,360.769989,354.880005,358.750000,352.360291,4022600
2019-05-22,357.220001,357.570007,351.750000,352.779999,346.496613,3841400
2019-05-23,345.920013,351.470001,341.149994,350.549988,344.306335,5305400
2019-05-24,355.000000,361.399994,353.000000,354.899994,348.578857,5387500
2019-05-28,355.290009,359.309998,354.880005,354.880005,348.559235,3504300
2019-05-29,352.589996,352.790009,346.049988,348.799988,342.587494,4160500
2019-05-30,350.000000,351.920013,347.940002,349.869995,343.638428,2183900
2019-05-31,345.850006,345.850006,341.359985,341.609985,335.525574,3217600
2019-06-03,338.200012,339.109985,330.670013,338.890015,332.854034,5148000
2019-06-04,342.570007,346.410004,340.119995,344.619995,338.481964,3592300
2019-06-05,346.220001,353.250000,332.489990,348.750000,342.538391,3188400
2019-06-06,348.179993,351.640015,345.579987,350.640015,344.394775,2582300
2019-06-07,352.299988,355.279999,352.299988,353.700012,347.400269,2470700
2019-06-10,356.000000,357.399994,353.549988,353.799988,347.498444,2560800
2019-06-11,355.420013,355.470001,348.130005,349.329987,343.108063,2702700
2019-06-12,349.000000,349.269989,342.799988,347.029999,340.849030,2738300
2019-06-13,347.250000,349.059998,344.100006,348.859985,342.646423,2621300
2019-06-14,348.000000,349.170013,345.890015,347.160004,340.976715,2258400
2019-06-17,348.619995,356.049988,347.049988,354.899994,348.578857,3746400
2019-06-18,357.609985,374.649994,357.600006,373.959991,367.299377,9199200
2019-06-19,375.399994,379.309998,368.350006,368.559998,361.995575,5716000
2019-06-20,373.000000,375.790009,368.959991,374.880005,368.203003,3794500
2019-06-21,374.390015,376.109985,371.720001,371.839996,365.217133,4923700
2019-06-24,372.950012,375.489990,372.100006,373.989990,367.328827,2323200
2019-06-25,374.750000,375.250000,368.029999,369.320007,362.742004,3005400
2019-06-26,371.019989,378.980011,370.000000,374.940002,368.261902,4542000
2019-06-27,367.540009,369.929993,362.350006,364.019989,357.536407,8980000
2019-06-28,363.920013,366.230011,361.570007,364.010010,357.526581,4737100
2019-07-01,364.880005,365.230011,353.320007,356.459991,350.111084,6392600
2019-07-02,355.630005,356.779999,352.690002,354.160004,347.852051,3774700
2019-07-03,354.500000,354.850006,352.260010,354.470001,348.156494,2164900
2019-07-05,354.000000,357.250000,351.429993,355.859985,349.521729,3208200
2019-07-08,350.410004,352.959991,349.399994,351.119995,344.866180,3262300
2019-07-09,349.049988,353.850006,347.899994,353.089996,346.801117,4828200
2019-07-10,354.489990,356.519989,351.250000,352.299988,346.025146,2946700
2019-07-11,352.619995,359.260010,350.700012,359.000000,352.605835,5059200
2019-07-12,360.000000,365.450012,358.140015,365.329987,358.823090,3592800
2019-07-15,360.500000,362.850006,359.019989,361.609985,355.169342,4814600
2019-07-16,361.260010,365.350006,361.200012,362.750000,356.289032,2960400
2019-07-17,362.750000,369.750000,362.000000,369.519989,362.938477,4010000
2019-07-18,367.600006,368.450012,359.750000,361.109985,354.678223,4582800
2019-07-19,370.670013,378.399994,368.500000,377.359985,370.638794,9504000
2019-07-22,376.940002,382.480011,371.890015,373.420013,366.769043,4265100
2019-07-23,374.269989,376.429993,370.679993,373.070007,366.425262,3354900
2019-07-24,370.279999,371.359985,360.029999,361.429993,354.992554,7447900
2019-07-25,356.179993,357.690002,345.709991,348.089996,341.890167,9663700
